1505760544203896045,3
1505760544220179080,3
1505760544391547918,3
1505760544516895055,3
1505760544622653007,3
1505760544902861118,3
1505760545098054885,3
1505760545311064004,3
1505760545469048976,3
1505760545569473028,3
1505760545611463069,3
1505760545828875064,3
1505760545949486970,3
1505760546067775011,3
1505760546173321008,3
1505760546269562959,3
1505760546348867893,3
1505760546446809053,3
1505760546562025070,3
1505760546645325899,3
1505760546756709098,3
1505760546866265058,3
1505760546885956048,3
1505760547161586999,3
1505760547279602050,3
1505760547381964921,3
1505760547477662086,3
1505760547524355888,3
1505760547792675018,3
1505760547834587097,3
1505760548065159082,3
1505760548148755073,3
1505760548244266986,3
1505760548350294113,3
1505760548452459096,3
1505760548547319889,3
1505760548572314023,3
1505760548805572032,3
1505760548861968994,3
1505760549078831911,3
1505760549216506958,3
1505760549323579072,3
1505760549414951086,3
1505760549527935028,3
1505760549661389112,3
1505760549767216920,3
1505760549892914056,3
1505760549978080034,3
1505760550100075006,3
1505760550217716932,3
1505760550313642024,3
1505760550533093929,3
1505760550552596092,3
1505760550673041105,3
1505760550908235073,3
1505760551114896059,3
1505760551256055116,3
1505760551286809921,3
1505760551405510902,3
1505760551529125928,3
1505760551675479888,3
1505760551869884967,3
1505760551924397945,3
1505760552163316965,3
1505760552170613050,3
1505760552290508985,3
1505760552504029035,3
1505760552550651073,3
1505760552699402093,3
1505760552806915998,3
1505760553040132045,3
1505760553104593038,3
1505760553229680061,3
1505760553446768999,3
1505760553544126987,3
1505760553556302070,3
1505760553805602073,3
1505760553917016029,3
1505760554058938980,3
1505760554257318019,3
1505760554267596006,0
1505760554380635023,0
1505760554488200902,0
1505760554599828004,0
1505760554622330904,0
1505760554723077058,0
1505760554844775915,0
1505760555085148096,0
1505760555145701885,0
1505760555215653896,0
1505760555426057100,0
1505760555507697105,0
1505760555549158096,0
1505760555662167072,0
1505760555857093095,0
1505760555989655971,0
1505760556103553056,0
1505760556229928970,0
1505760556268428087,0
1505760556393136978,0
1505760556480161905,0
1505760556520206928,0
1505760556684379100,0
1505760556819499969,0
1505760556910396099,0
1505760557013372898,0
